company_name,date,number_of_evidence,evidence_no,final_snippet_score
AMAT,2022-12-16,6,4,7
AMAT,2022-12-16,6,5,5
AMAT,2022-12-16,6,6,4
AMAT,2023-12-15,3,1,5
AMAT,2023-12-15,3,2,4
AMAT,2023-12-15,3,3,5
AMAT,2024-12-13,2,1,3
AMAT,2024-12-13,2,2,3
AMCR,2022-08-18,23,1,4
AMCR,2022-08-18,23,2,3
AMCR,2022-08-18,23,3,2
AMCR,2022-08-18,23,4,4
AMCR,2022-08-18,23,5,4
AMCR,2022-08-18,23,6,4
AMCR,2022-08-18,23,7,0
AMCR,2022-08-18,23,8,4
AMCR,2022-08-18,23,9,2
AMCR,2022-08-18,23,10,4
AMCR,2022-08-18,23,11,4
AMCR,2022-08-18,23,12,-5
AMCR,2022-08-18,23,13,5
AMCR,2022-08-18,23,14,4
AMCR,2022-08-18,23,15,4
AMCR,2022-08-18,23,16,3
AMCR,2022-08-18,23,17,3
AMCR,2022-08-18,23,18,1
AMCR,2022-08-18,23,19,2
AMCR,2022-08-18,23,20,4
AMCR,2022-08-18,23,21,2
AMCR,2022-08-18,23,22,2
AMCR,2022-08-18,23,23,3
AMCR,2023-08-17,6,1,4
AMCR,2023-08-17,6,2,4
AMCR,2023-08-17,6,3,8
AMCR,2023-08-17,6,4,7
AMCR,2023-08-17,6,5,2
AMCR,2023-08-17,6,6,-2
AMCR,2024-08-16,6,1,4
AMCR,2024-08-16,6,2,6
AMCR,2024-08-16,6,3,4
AMCR,2024-08-16,6,4,5
AMCR,2024-08-16,6,5,4
AMCR,2024-08-16,6,6,3
AMD,2021-01-29,19,1,6
AMD,2021-01-29,19,2,3
AMD,2021-01-29,19,3,6
AMD,2021-01-29,19,4,2
AMD,2021-01-29,19,5,2
AMD,2021-01-29,19,6,5
AMD,2021-01-29,19,7,5
AMD,2021-01-29,19,8,6
AMD,2021-01-29,19,9,3
AMD,2021-01-29,19,10,4
AMD,2021-01-29,19,11,5
AMD,2021-01-29,19,12,4
AMD,2021-01-29,19,13,2
AMD,2021-01-29,19,14,1
AMD,2021-01-29,19,15,2
AMD,2021-01-29,19,16,3
AMD,2021-01-29,19,17,3
AMD,2021-01-29,19,18,-1
AMD,2021-01-29,19,19,1
AMD,2022-02-03,17,1,4
AMD,2022-02-03,17,2,6
AMD,2022-02-03,17,3,6
AMD,2022-02-03,17,4,6
AMD,2022-02-03,17,5,3
AMD,2022-02-03,17,6,2
AMD,2022-02-03,17,7,6
AMD,2022-02-03,17,8,4
AMD,2022-02-03,17,9,3
AMD,2022-02-03,17,10,3
AMD,2022-02-03,17,11,2
AMD,2022-02-03,17,12,3
AMD,2022-02-03,17,13,3
AMD,2022-02-03,17,14,2
AMD,2022-02-03,17,15,3
AMD,2022-02-03,17,16,-1
AMD,2022-02-03,17,17,-4
AMD,2023-02-27,22,1,5
AMD,2023-02-27,22,2,4
AMD,2023-02-27,22,3,2
AMD,2023-02-27,22,4,5
AMD,2023-02-27,22,5,1
AMD,2023-02-27,22,6,2
AMD,2023-02-27,22,7,4
AMD,2023-02-27,22,8,5
AMD,2023-02-27,22,9,2
AMD,2023-02-27,22,10,6
AMD,2023-02-27,22,11,2
AMD,2023-02-27,22,12,-3
AMD,2023-02-27,22,13,5
AMD,2023-02-27,22,14,1
AMD,2023-02-27,22,15,6
AMD,2023-02-27,22,16,2
AMD,2023-02-27,22,17,5
AMD,2023-02-27,22,18,2
AMD,2023-02-27,22,19,2
AMD,2023-02-27,22,20,1
AMD,2023-02-27,22,21,2
AMD,2023-02-27,22,22,2
AMD,2024-01-31,5,1,1
AMD,2024-01-31,5,2,5
AMD,2024-01-31,5,3,5
AMD,2024-01-31,5,4,4
AMD,2024-01-31,5,5,1
AME,2021-02-18,19,1,4
AME,2021-02-18,19,2,5
AME,2021-02-18,19,3,4
AME,2021-02-18,19,4,0
AME,2021-02-18,19,5,5
AME,2021-02-18,19,6,2
AME,2021-02-18,19,7,3
AME,2021-02-18,19,8,4
AME,2021-02-18,19,9,3
AME,2021-02-18,19,10,3
AME,2021-02-18,19,11,7
AME,2021-02-18,19,12,7
AME,2021-02-18,19,13,3
AME,2021-02-18,19,14,6
AME,2021-02-18,19,15,7
AME,2021-02-18,19,16,3
AME,2021-02-18,19,17,7
AME,2021-02-18,19,18,0
AME,2021-02-18,19,19,2
AME,2022-02-22,16,1,5
AME,2022-02-22,16,2,1
AME,2022-02-22,16,3,1
AME,2022-02-22,16,4,4
AME,2022-02-22,16,5,1
AME,2022-02-22,16,6,6
AME,2022-02-22,16,7,1
AME,2022-02-22,16,8,2
AME,2022-02-22,16,9,4
AME,2022-02-22,16,10,1
AME,2022-02-22,16,11,2
AME,2022-02-22,16,12,4
AME,2022-02-22,16,13,7
AME,2022-02-22,16,14,4
AME,2022-02-22,16,15,1
AME,2022-02-22,16,16,1
AME,2023-02-21,17,1,6
AME,2023-02-21,17,2,1
AME,2023-02-21,17,3,4
AME,2023-02-21,17,4,6
AME,2023-02-21,17,5,0
AME,2023-02-21,17,6,4
AME,2023-02-21,17,7,5
AME,2023-02-21,17,8,5
AME,2023-02-21,17,9,3
AME,2023-02-21,17,10,5
AME,2023-02-21,17,11,6
AME,2023-02-21,17,12,3
AME,2023-02-21,17,13,4
AME,2023-02-21,17,14,4
AME,2023-02-21,17,15,0
AME,2023-02-21,17,16,8
AME,2023-02-21,17,17,2
AME,2024-02-22,2,1,5
AME,2024-02-22,2,2,1
AMGN,2021-02-09,11,1,9
AMGN,2021-02-09,11,2,7
AMGN,2021-02-09,11,3,7
AMGN,2021-02-09,11,4,7
AMGN,2021-02-09,11,5,7
AMGN,2021-02-09,11,6,6
AMGN,2021-02-09,11,7,5
AMGN,2021-02-09,11,8,5
AMGN,2021-02-09,11,9,7
AMGN,2021-02-09,11,10,6
AMGN,2021-02-09,11,11,5
AMGN,2022-02-16,13,1,10
AMGN,2022-02-16,13,2,9
AMGN,2022-02-16,13,3,8
AMGN,2022-02-16,13,4,6
AMGN,2022-02-16,13,5,6
AMGN,2022-02-16,13,6,6
AMGN,2022-02-16,13,7,4
AMGN,2022-02-16,13,8,4
AMGN,2022-02-16,13,9,3
AMGN,2022-02-16,13,10,4
AMGN,2022-02-16,13,11,3
AMGN,2022-02-16,13,12,3
AMGN,2022-02-16,13,13,4
AMGN,2023-02-09,6,1,8
AMGN,2023-02-09,6,2,7
AMGN,2023-02-09,6,3,6
AMGN,2023-02-09,6,4,5
AMGN,2023-02-09,6,5,5
AMGN,2023-02-09,6,6,5
AMGN,2024-02-14,7,1,5
AMGN,2024-02-14,7,2,5
AMGN,2024-02-14,7,3,5
AMGN,2024-02-14,7,4,5
AMGN,2024-02-14,7,5,6
AMGN,2024-02-14,7,6,4
AMGN,2024-02-14,7,7,4
AMP,2021-02-24,10,1,5
AMP,2021-02-24,10,2,6
AMP,2021-02-24,10,3,4
AMP,2021-02-24,10,4,6
AMP,2021-02-24,10,5,8
AMP,2021-02-24,10,6,7
AMP,2021-02-24,10,7,5
AMP,2021-02-24,10,8,3
AMP,2021-02-24,10,9,5
AMP,2021-02-24,10,10,-3
AMP,2022-02-25,10,1,7
AMP,2022-02-25,10,2,9
AMP,2022-02-25,10,3,7
AMP,2022-02-25,10,4,7
AMP,2022-02-25,10,5,8
AMP,2022-02-25,10,6,6
AMP,2022-02-25,10,7,5
AMP,2022-02-25,10,8,6
AMP,2022-02-25,10,9,5
AMP,2022-02-25,10,10,4
AMP,2023-02-23,5,1,7
AMP,2023-02-23,5,2,6
AMP,2023-02-23,5,3,5
AMP,2023-02-23,5,4,7
AMP,2023-02-23,5,5,0
AMP,2024-02-22,4,1,6
AMP,2024-02-22,4,2,4
AMP,2024-02-22,4,3,1
AMP,2024-02-22,4,4,1
AMT,2021-02-25,11,1,5
AMT,2021-02-25,11,2,6
AMT,2021-02-25,11,3,8
AMT,2021-02-25,11,4,7
AMT,2021-02-25,11,5,7
AMT,2021-02-25,11,6,7
AMT,2021-02-25,11,7,6
AMT,2021-02-25,11,8,6
AMT,2021-02-25,11,9,6
AMT,2021-02-25,11,10,8
AMT,2021-02-25,11,11,6
AMT,2022-02-25,10,1,7
AMT,2022-02-25,10,2,3
AMT,2022-02-25,10,3,3
AMT,2022-02-25,10,4,2
AMT,2022-02-25,10,5,3
AMT,2022-02-25,10,6,4
AMT,2022-02-25,10,7,3
AMT,2022-02-25,10,8,5
AMT,2022-02-25,10,9,6
AMT,2022-02-25,10,10,3
AMT,2023-02-23,4,1,5
AMT,2023-02-23,4,2,1
AMT,2023-02-23,4,3,0
AMT,2023-02-23,4,4,1
AMT,2024-02-27,3,1,4
AMT,2024-02-27,3,2,4
AMT,2024-02-27,3,3,4
AMZN,2021-02-03,11,1,1
AMZN,2021-02-03,11,2,5
AMZN,2021-02-03,11,3,2
AMZN,2021-02-03,11,4,0
AMZN,2021-02-03,11,5,2
AMZN,2021-02-03,11,6,10
AMZN,2021-02-03,11,7,3
AMZN,2021-02-03,11,8,4
AMZN,2021-02-03,11,9,3
AMZN,2021-02-03,11,10,1
AMZN,2021-02-03,11,11,7
AMZN,2022-02-04,7,1,4
AMZN,2022-02-04,7,2,6
AMZN,2022-02-04,7,3,7
AMZN,2022-02-04,7,4,3
AMZN,2022-02-04,7,5,5
AMZN,2022-02-04,7,6,1
AMZN,2022-02-04,7,7,1
AMZN,2023-02-03,5,1,7
AMZN,2023-02-03,5,2,3
AMZN,2023-02-03,5,3,4
AMZN,2023-02-03,5,4,1
AMZN,2023-02-03,5,5,4
AMZN,2024-02-02,5,1,2
AMZN,2024-02-02,5,2,3
AMZN,2024-02-02,5,3,4
AMZN,2024-02-02,5,4,4
AMZN,2024-02-02,5,5,2
ANET,2021-02-19,10,1,7
ANET,2021-02-19,10,2,6
ANET,2021-02-19,10,3,8
ANET,2021-02-19,10,4,7
ANET,2021-02-19,10,5,4
ANET,2021-02-19,10,6,3
ANET,2021-02-19,10,7,3
ANET,2021-02-19,10,8,3
ANET,2021-02-19,10,9,1
ANET,2021-02-19,10,10,8
ANET,2022-02-15,21,1,8
ANET,2022-02-15,21,2,8
ANET,2022-02-15,21,3,4
ANET,2022-02-15,21,4,8
ANET,2022-02-15,21,5,8
ANET,2022-02-15,21,6,4
ANET,2022-02-15,21,7,5
ANET,2022-02-15,21,8,6
ANET,2022-02-15,21,9,9
ANET,2022-02-15,21,10,7
ANET,2022-02-15,21,11,4
ANET,2022-02-15,21,12,8
ANET,2022-02-15,21,13,4
ANET,2022-02-15,21,14,1
ANET,2022-02-15,21,15,2
ANET,2022-02-15,21,16,1
ANET,2022-02-15,21,17,4
ANET,2022-02-15,21,18,4
ANET,2022-02-15,21,19,3
ANET,2022-02-15,21,20,2
ANET,2022-02-15,21,21,5
ANET,2023-02-14,7,1,6
ANET,2023-02-14,7,2,3
ANET,2023-02-14,7,3,1
ANET,2023-02-14,7,4,1
ANET,2023-02-14,7,5,3
ANET,2023-02-14,7,6,2
ANET,2023-02-14,7,7,6
ANET,2024-02-13,3,1,4
ANET,2024-02-13,3,2,3
ANET,2024-02-13,3,3,0
ANSS,2021-02-24,27,1,7
ANSS,2021-02-24,27,2,5
ANSS,2021-02-24,27,3,1
ANSS,2021-02-24,27,4,3
ANSS,2021-02-24,27,5,3
ANSS,2021-02-24,27,6,2
ANSS,2021-02-24,27,7,5
ANSS,2021-02-24,27,8,3
ANSS,2021-02-24,27,9,3
ANSS,2021-02-24,27,10,7
ANSS,2021-02-24,27,11,4
ANSS,2021-02-24,27,12,2
ANSS,2021-02-24,27,13,3
ANSS,2021-02-24,27,14,4
ANSS,2021-02-24,27,15,4
ANSS,2021-02-24,27,16,3
ANSS,2021-02-24,27,17,4
ANSS,2021-02-24,27,18,3
ANSS,2021-02-24,27,19,5
ANSS,2021-02-24,27,20,1
ANSS,2021-02-24,27,21,5
ANSS,2021-02-24,27,22,3
ANSS,2021-02-24,27,23,6
ANSS,2021-02-24,27,24,1
ANSS,2021-02-24,27,25,4
ANSS,2021-02-24,27,26,4
ANSS,2021-02-24,27,27,4
ANSS,2022-02-23,19,1,9
ANSS,2022-02-23,19,2,1
ANSS,2022-02-23,19,3,2
ANSS,2022-02-23,19,4,1
ANSS,2022-02-23,19,5,4
ANSS,2022-02-23,19,6,6
ANSS,2022-02-23,19,7,6
ANSS,2022-02-23,19,8,4
ANSS,2022-02-23,19,9,1
ANSS,2022-02-23,19,10,3
ANSS,2022-02-23,19,11,8
ANSS,2022-02-23,19,12,5
ANSS,2022-02-23,19,13,5
ANSS,2022-02-23,19,14,3
ANSS,2022-02-23,19,15,3
ANSS,2022-02-23,19,16,0
ANSS,2022-02-23,19,17,0
ANSS,2022-02-23,19,18,4
ANSS,2022-02-23,19,19,0
ANSS,2023-02-22,8,1,4
ANSS,2023-02-22,8,2,4
ANSS,2023-02-22,8,3,3
ANSS,2023-02-22,8,4,7
ANSS,2023-02-22,8,5,2
ANSS,2023-02-22,8,6,4
ANSS,2023-02-22,8,7,4
ANSS,2023-02-22,8,8,0
ANSS,2024-02-21,3,1,2
ANSS,2024-02-21,3,2,3
ANSS,2024-02-21,3,3,4
AON,2021-02-19,7,1,8
AON,2021-02-19,7,2,7
AON,2021-02-19,7,3,8
AON,2021-02-19,7,4,6
AON,2021-02-19,7,5,5
AON,2021-02-19,7,6,7
AON,2021-02-19,7,7,6
AON,2022-02-18,16,1,3
AON,2022-02-18,16,2,2
AON,2022-02-18,16,3,8
AON,2022-02-18,16,4,6
AON,2022-02-18,16,5,5
AON,2022-02-18,16,6,8
AON,2022-02-18,16,7,5
AON,2022-02-18,16,8,4
AON,2022-02-18,16,9,6
AON,2022-02-18,16,10,2
AON,2022-02-18,16,11,0
AON,2022-02-18,16,12,0
AON,2022-02-18,16,13,0
AON,2022-02-18,16,14,3
AON,2022-02-18,16,15,3
AON,2022-02-18,16,16,-1
AON,2023-02-17,8,1,8
AON,2023-02-17,8,2,7
AON,2023-02-17,8,3,6
AON,2023-02-17,8,4,9
AON,2023-02-17,8,5,6
AON,2023-02-17,8,6,5
AON,2023-02-17,8,7,4
AON,2023-02-17,8,8,3
AON,2024-02-16,5,1,5
AON,2024-02-16,5,2,3
AON,2024-02-16,5,3,1
AON,2024-02-16,5,4,1
AON,2024-02-16,5,5,1
AOS,2021-02-12,21,1,7
AOS,2021-02-12,21,2,6
AOS,2021-02-12,21,3,7
AOS,2021-02-12,21,4,5
AOS,2021-02-12,21,5,3
AOS,2021-02-12,21,6,6
AOS,2021-02-12,21,7,4
AOS,2021-02-12,21,8,5
AOS,2021-02-12,21,9,4
AOS,2021-02-12,21,10,3
AOS,2021-02-12,21,11,3
AOS,2021-02-12,21,12,3
AOS,2021-02-12,21,13,5
AOS,2021-02-12,21,14,5
AOS,2021-02-12,21,15,3
AOS,2021-02-12,21,16,5
AOS,2021-02-12,21,17,4
AOS,2021-02-12,21,18,0
AOS,2021-02-12,21,19,1
AOS,2021-02-12,21,20,3
AOS,2021-02-12,21,21,5
AOS,2022-02-11,12,1,4
AOS,2022-02-11,12,2,4
AOS,2022-02-11,12,3,5
AOS,2022-02-11,12,4,6
AOS,2022-02-11,12,5,5
AOS,2022-02-11,12,6,5
AOS,2022-02-11,12,7,4
AOS,2022-02-11,12,8,6
AOS,2022-02-11,12,9,8
AOS,2022-02-11,12,10,9
AOS,2022-02-11,12,11,4
AOS,2022-02-11,12,12,5
AOS,2023-02-14,13,1,4
AOS,2023-02-14,13,2,2
AOS,2023-02-14,13,3,-1
AOS,2023-02-14,13,4,5
AOS,2023-02-14,13,5,6
AOS,2023-02-14,13,6,0
AOS,2023-02-14,13,7,4
AOS,2023-02-14,13,8,3
AOS,2023-02-14,13,9,5
AOS,2023-02-14,13,10,-1
AOS,2023-02-14,13,11,-1
AOS,2023-02-14,13,12,5
AOS,2023-02-14,13,13,-1
AOS,2024-02-13,5,1,4
AOS,2024-02-13,5,2,6
AOS,2024-02-13,5,3,5
AOS,2024-02-13,5,4,4
AOS,2024-02-13,5,5,4
APA,2022-02-22,15,1,8
APA,2022-02-22,15,2,5
APA,2022-02-22,15,3,7
APA,2022-02-22,15,4,8
APA,2022-02-22,15,5,7
APA,2022-02-22,15,6,4
APA,2022-02-22,15,7,8
APA,2022-02-22,15,8,4
APA,2022-02-22,15,9,5
APA,2022-02-22,15,10,7
APA,2022-02-22,15,11,5
APA,2022-02-22,15,12,5
APA,2022-02-22,15,13,7
APA,2022-02-22,15,14,5
APA,2022-02-22,15,15,6
APA,2023-02-23,8,1,8
APA,2023-02-23,8,2,7
APA,2023-02-23,8,3,8
APA,2023-02-23,8,4,5
APA,2023-02-23,8,5,3
APA,2023-02-23,8,6,6
APA,2023-02-23,8,7,3
APA,2023-02-23,8,8,7
APA,2024-02-22,4,1,4
APA,2024-02-22,4,2,6
APA,2024-02-22,4,3,2
APA,2024-02-22,4,4,3
APD,2021-11-18,13,1,6
APD,2021-11-18,13,2,6
APD,2021-11-18,13,3,4
APD,2021-11-18,13,4,7
APD,2021-11-18,13,5,3
APD,2021-11-18,13,6,6
APD,2021-11-18,13,7,0
APD,2021-11-18,13,8,7
APD,2021-11-18,13,9,3
APD,2021-11-18,13,10,7
APD,2021-11-18,13,11,6
APD,2021-11-18,13,12,7
APD,2021-11-18,13,13,7
APD,2022-11-22,9,1,8
APD,2022-11-22,9,2,7
APD,2022-11-22,9,3,6
APD,2022-11-22,9,4,6
APD,2022-11-22,9,5,4
APD,2022-11-22,9,6,5
APD,2022-11-22,9,7,5
APD,2022-11-22,9,8,3
APD,2022-11-22,9,9,2
APD,2023-11-16,2,1,4
APD,2023-11-16,2,2,2
APD,2024-11-21,2,1,4
APD,2024-11-21,2,2,3
APH,2021-02-10,17,1,5
APH,2021-02-10,17,2,6
APH,2021-02-10,17,3,7
APH,2021-02-10,17,4,6
APH,2021-02-10,17,5,3
APH,2021-02-10,17,6,5
APH,2021-02-10,17,7,5
APH,2021-02-10,17,8,6
APH,2021-02-10,17,9,4
APH,2021-02-10,17,10,2
APH,2021-02-10,17,11,3
APH,2021-02-10,17,12,3
APH,2021-02-10,17,13,4
APH,2021-02-10,17,14,2
APH,2021-02-10,17,15,2
APH,2021-02-10,17,16,-2
APH,2021-02-10,17,17,3
APH,2024-02-07,6,1,2
APH,2024-02-07,6,2,4
APH,2024-02-07,6,3,6
APH,2024-02-07,6,4,6
APH,2024-02-07,6,5,2
APH,2024-02-07,6,6,3
APO,2023-03-01,8,1,9
APO,2023-03-01,8,2,7
APO,2023-03-01,8,3,3
APO,2023-03-01,8,4,4
APO,2023-03-01,8,5,6
APO,2023-03-01,8,6,10
APO,2023-03-01,8,7,4
APO,2023-03-01,8,8,1
APO,2024-02-27,2,1,4
APO,2024-02-27,2,2,6
APTV,2021-02-08,12,1,6
APTV,2021-02-08,12,2,7
APTV,2021-02-08,12,3,4
APTV,2021-02-08,12,4,5
APTV,2021-02-08,12,5,7
APTV,2021-02-08,12,6,5
APTV,2021-02-08,12,7,6
APTV,2021-02-08,12,8,9
APTV,2021-02-08,12,9,6
APTV,2021-02-08,12,10,6
APTV,2021-02-08,12,11,7
APTV,2021-02-08,12,12,4
APTV,2022-02-07,12,1,8
APTV,2022-02-07,12,2,5
APTV,2022-02-07,12,3,7
APTV,2022-02-07,12,4,6
APTV,2022-02-07,12,5,5
APTV,2022-02-07,12,6,4
APTV,2022-02-07,12,7,1
APTV,2022-02-07,12,8,5
APTV,2022-02-07,12,9,7
APTV,2022-02-07,12,10,5
APTV,2022-02-07,12,11,3
APTV,2022-02-07,12,12,2
APTV,2023-02-08,11,1,6
APTV,2023-02-08,11,2,2
APTV,2023-02-08,11,3,4
APTV,2023-02-08,11,4,5
APTV,2023-02-08,11,5,6
APTV,2023-02-08,11,6,9
APTV,2023-02-08,11,7,4
APTV,2023-02-08,11,8,2
APTV,2023-02-08,11,9,0
APTV,2023-02-08,11,10,6
APTV,2023-02-08,11,11,0
APTV,2024-02-06,8,1,4
APTV,2024-02-06,8,2,1
APTV,2024-02-06,8,3,2
APTV,2024-02-06,8,4,6
APTV,2024-02-06,8,5,-2
APTV,2024-02-06,8,6,6
APTV,2024-02-06,8,7,1
APTV,2024-02-06,8,8,4
ARE,2021-02-01,6,1,7
ARE,2021-02-01,6,2,7
ARE,2021-02-01,6,3,5
ARE,2021-02-01,6,4,5
ARE,2021-02-01,6,5,4
ARE,2021-02-01,6,6,6
ARE,2022-01-31,7,1,4
ARE,2022-01-31,7,2,5
ARE,2022-01-31,7,3,5
ARE,2022-01-31,7,4,7
ARE,2022-01-31,7,5,3
ARE,2022-01-31,7,6,4
ARE,2022-01-31,7,7,3
ARE,2023-01-30,6,1,7
ARE,2023-01-30,6,2,7
ARE,2023-01-30,6,3,6
ARE,2023-01-30,6,4,6
ARE,2023-01-30,6,5,5
ARE,2023-01-30,6,6,7
ARE,2024-01-29,5,1,4
ARE,2024-01-29,5,2,2
ARE,2024-01-29,5,3,2
ARE,2024-01-29,5,4,2
ARE,2024-01-29,5,5,3
ATO,2021-11-12,6,1,5
ATO,2021-11-12,6,2,4
ATO,2021-11-12,6,3,0
ATO,2021-11-12,6,4,5
ATO,2021-11-12,6,5,3
ATO,2021-11-12,6,6,2
ATO,2022-11-14,2,1,6
ATO,2022-11-14,2,2,1
ATO,2023-11-14,3,1,2
ATO,2023-11-14,3,2,1
ATO,2023-11-14,3,3,3
ATO,2024-11-18,5,1,4
ATO,2024-11-18,5,2,4
ATO,2024-11-18,5,3,5
ATO,2024-11-18,5,4,4
ATO,2024-11-18,5,5,3
AVB,2021-02-25,14,1,7
AVB,2021-02-25,14,2,7
AVB,2021-02-25,14,3,6
AVB,2021-02-25,14,4,6
AVB,2021-02-25,14,5,5
AVB,2021-02-25,14,6,7
AVB,2021-02-25,14,7,6
AVB,2021-02-25,14,8,5
AVB,2021-02-25,14,9,3
AVB,2021-02-25,14,10,8
AVB,2021-02-25,14,11,5
AVB,2021-02-25,14,12,8
AVB,2021-02-25,14,13,6
AVB,2021-02-25,14,14,4
AVB,2022-02-25,32,1,5
AVB,2022-02-25,32,2,6
AVB,2022-02-25,32,3,4
AVB,2022-02-25,32,4,4
AVB,2022-02-25,32,5,7
AVB,2022-02-25,32,6,4
AVB,2022-02-25,32,7,3
AVB,2022-02-25,32,8,3
AVB,2022-02-25,32,9,7
AVB,2022-02-25,32,10,4
AVB,2022-02-25,32,11,4
AVB,2022-02-25,32,12,5
AVB,2022-02-25,32,13,5
AVB,2022-02-25,32,14,5
AVB,2022-02-25,32,15,5
AVB,2022-02-25,32,16,3
AVB,2022-02-25,32,17,2
AVB,2022-02-25,32,18,3
AVB,2022-02-25,32,19,4
AVB,2022-02-25,32,20,5
AVB,2022-02-25,32,21,5
AVB,2022-02-25,32,22,4
AVB,2022-02-25,32,23,5
AVB,2022-02-25,32,24,4
AVB,2022-02-25,32,25,6
AVB,2022-02-25,32,26,5
AVB,2022-02-25,32,27,4
AVB,2022-02-25,32,28,3
AVB,2022-02-25,32,29,4
AVB,2022-02-25,32,30,3
AVB,2022-02-25,32,31,7
AVB,2022-02-25,32,32,4
AVB,2023-02-24,12,1,7
AVB,2023-02-24,12,2,7
AVB,2023-02-24,12,3,5
AVB,2023-02-24,12,4,5
AVB,2023-02-24,12,5,6
AVB,2023-02-24,12,6,6
AVB,2023-02-24,12,7,7
AVB,2023-02-24,12,8,6
AVB,2023-02-24,12,9,5
AVB,2023-02-24,12,10,5
AVB,2023-02-24,12,11,7
AVB,2023-02-24,12,12,6
AVB,2024-02-23,14,1,5
AVB,2024-02-23,14,2,6
AVB,2024-02-23,14,3,4
AVB,2024-02-23,14,4,4
AVB,2024-02-23,14,5,4
AVB,2024-02-23,14,6,4
AVB,2024-02-23,14,7,6
AVB,2024-02-23,14,8,5
AVB,2024-02-23,14,9,6
AVB,2024-02-23,14,10,5
AVB,2024-02-23,14,11,5
AVB,2024-02-23,14,12,4
AVB,2024-02-23,14,13,2
AVB,2024-02-23,14,14,4
AVGO,2021-12-17,10,1,4
AVGO,2021-12-17,10,2,4
AVGO,2021-12-17,10,3,8
AVGO,2021-12-17,10,4,5
AVGO,2021-12-17,10,5,5
AVGO,2021-12-17,10,6,4
AVGO,2021-12-17,10,7,5
AVGO,2021-12-17,10,8,4
AVGO,2021-12-17,10,9,5
AVGO,2021-12-17,10,10,0
AVGO,2022-12-16,16,1,4
AVGO,2022-12-16,16,2,4
AVGO,2022-12-16,16,3,6
AVGO,2022-12-16,16,4,6
AVGO,2022-12-16,16,5,4
AVGO,2022-12-16,16,6,6
AVGO,2022-12-16,16,7,5
AVGO,2022-12-16,16,8,4
AVGO,2022-12-16,16,9,5
AVGO,2022-12-16,16,10,5
AVGO,2022-12-16,16,11,5
AVGO,2022-12-16,16,12,-2
AVGO,2022-12-16,16,13,3
AVGO,2022-12-16,16,14,3
AVGO,2022-12-16,16,15,3
AVGO,2022-12-16,16,16,2
AVGO,2023-12-14,3,1,3
AVGO,2023-12-14,3,2,4
AVGO,2023-12-14,3,3,4
AVGO,2024-12-20,2,1,4
AVGO,2024-12-20,2,2,2
AVY,2021-02-25,29,1,7
AVY,2021-02-25,29,2,4
AVY,2021-02-25,29,3,2
AVY,2021-02-25,29,4,5
AVY,2021-02-25,29,5,3
AVY,2021-02-25,29,6,3
AVY,2021-02-25,29,7,2
AVY,2021-02-25,29,8,4
AVY,2021-02-25,29,9,3
AVY,2021-02-25,29,10,1
AVY,2021-02-25,29,11,3
AVY,2021-02-25,29,12,2
AVY,2021-02-25,29,13,4
AVY,2021-02-25,29,14,2
AVY,2021-02-25,29,15,3
AVY,2021-02-25,29,16,4
AVY,2021-02-25,29,17,3
AVY,2021-02-25,29,18,2
AVY,2021-02-25,29,19,1
AVY,2021-02-25,29,20,5
AVY,2021-02-25,29,21,2
AVY,2021-02-25,29,22,3
AVY,2021-02-25,29,23,4
AVY,2021-02-25,29,24,3
AVY,2021-02-25,29,25,3
AVY,2021-02-25,29,26,2
AVY,2021-02-25,29,27,3
AVY,2021-02-25,29,28,3
AVY,2021-02-25,29,29,2
AVY,2022-02-23,12,1,6
AVY,2022-02-23,12,2,5
AVY,2022-02-23,12,3,6
AVY,2022-02-23,12,4,6
AVY,2022-02-23,12,5,5
AVY,2022-02-23,12,6,4
AVY,2022-02-23,12,7,4
AVY,2022-02-23,12,8,3
AVY,2022-02-23,12,9,4
AVY,2022-02-23,12,10,4
AVY,2022-02-23,12,11,3
AVY,2022-02-23,12,12,4
AVY,2023-02-22,9,1,8
AVY,2023-02-22,9,2,6
AVY,2023-02-22,9,3,7
AVY,2023-02-22,9,4,7
AVY,2023-02-22,9,5,1
AVY,2023-02-22,9,6,1
AVY,2023-02-22,9,7,3
AVY,2023-02-22,9,8,6
AVY,2023-02-22,9,9,5
AVY,2024-02-21,6,1,5
AVY,2024-02-21,6,2,4
AVY,2024-02-21,6,3,3
AVY,2024-02-21,6,4,4
AVY,2024-02-21,6,5,1
AVY,2024-02-21,6,6,2
AWK,2021-02-24,10,1,5
AWK,2021-02-24,10,2,6
AWK,2021-02-24,10,3,7
AWK,2021-02-24,10,4,2
AWK,2021-02-24,10,5,7
AWK,2021-02-24,10,6,4
AWK,2021-02-24,10,7,-1
AWK,2021-02-24,10,8,3
AWK,2021-02-24,10,9,6
AWK,2021-02-24,10,10,1
AWK,2022-02-16,6,1,7
AWK,2022-02-16,6,2,5
AWK,2022-02-16,6,3,4
AWK,2022-02-16,6,4,3
AWK,2022-02-16,6,5,2
AWK,2022-02-16,6,6,2
AWK,2023-02-15,3,1,4
AWK,2023-02-15,3,2,4
AWK,2023-02-15,3,3,3
AWK,2024-02-14,4,1,4
AWK,2024-02-14,4,2,1
AWK,2024-02-14,4,3,2
AWK,2024-02-14,4,4,2
AXON,2021-02-26,8,1,2
