company_name,date,item_1a_scores,item_7_scores,total_scores
GL,2024-02-28,"[4, 5, 4, 5, 4, 5, 3]",[],"[4, 5, 4, 5, 4, 5, 3]"
GM,2024-01-30,"[4, 5, 5, 5]",[],"[4, 5, 5, 5]"
GNRC,2021-02-23,"[9, 7, 8, 8, 7, 10, 9, 8, 9]","[7, 8, 9, 9, 10, 8, 7, 8, 3, 5, 7, -2, 1]","[9, 7, 8, 8, 7, 10, 9, 8, 9, 7, 8, 9, 9, 10, 8, 7, 8, 3, 5, 7, -2, 1]"
GNRC,2022-02-22,"[7, 7, 5, 8]","[5, 5, 5, 3, 3]","[7, 7, 5, 8, 5, 5, 5, 3, 3]"
GNRC,2023-02-22,"[4, 5, 3, 4]","[4, 3]","[4, 5, 3, 4, 4, 3]"
GNRC,2024-02-21,"[3, 2, 4]",[],"[3, 2, 4]"
GOOG,2021-02-03,"[9, 7, 5, 4, 5, 1, 4, 1, 6, 1, 1, 1, 4]","[9, 8]","[9, 7, 5, 4, 5, 1, 4, 1, 6, 1, 1, 1, 4, 9, 8]"
GOOG,2022-02-02,"[7, 8, 7, 4, 6, 4, 7, 4, 2]",[7],"[7, 8, 7, 4, 6, 4, 7, 4, 2, 7]"
GOOG,2023-02-03,"[4, 3, 3, 7, 5, 1, 1, 1]",[],"[4, 3, 3, 7, 5, 1, 1, 1]"
GOOG,2024-01-31,"[4, 2, 1, 1, 1]",[2],"[4, 2, 1, 1, 1, 2]"
GPC,2021-02-19,"[8, 4, 3, 3, 5, 5, 3, 3, 3, 2, 4, 2, 3, 2, 2, 4, 3, 3, 1, 2, 3, 1]",[3],"[8, 4, 3, 3, 5, 5, 3, 3, 3, 2, 4, 2, 3, 2, 2, 4, 3, 3, 1, 2, 3, 1, 3]"
GPC,2022-02-17,"[7, 4, 4, 0, 2, 2, 5, 6, 5, 2, 3, 0]","[4, 3, 2, 0]","[7, 4, 4, 0, 2, 2, 5, 6, 5, 2, 3, 0, 4, 3, 2, 0]"
GPC,2023-02-23,"[8, 1, 6, 1]",[],"[8, 1, 6, 1]"
GPC,2024-02-22,"[1, 6, 1, 3]",[],"[1, 6, 1, 3]"
GPN,2022-02-18,"[8, 5, 3, 4, 5, 3, 4, 5, 2, 2, 4, 3, 3, 2, 1]",[],"[8, 5, 3, 4, 5, 3, 4, 5, 2, 2, 4, 3, 3, 2, 1]"
GPN,2023-02-17,"[1, 3, 3, 7, 6, 5, 6, 4, 7, 6, 6]",[6],"[1, 3, 3, 7, 6, 5, 6, 4, 7, 6, 6, 6]"
GPN,2024-02-14,"[4, 3]","[5, 4, 3]","[4, 3, 5, 4, 3]"
GRMN,2021-02-17,"[7, 7, 6, 5, 4, 5, 2, 5, 4, 2]","[7, 0, 0]","[7, 7, 6, 5, 4, 5, 2, 5, 4, 2, 7, 0, 0]"
GRMN,2022-02-16,"[6, 6, 6, 6, 4, 6, 6, 5, 4, 4, 0, 5, 4, 7, 6, 6, 6, 6, 3, 3, 4, 3, 3, 3, 2, 3, 4, 5, 2]","[4, 4, 4, 5, -2, -3, 3, 2, 6, 2, 2]","[6, 6, 6, 6, 4, 6, 6, 5, 4, 4, 0, 5, 4, 7, 6, 6, 6, 6, 3, 3, 4, 3, 3, 3, 2, 3, 4, 5, 2, 4, 4, 4, 5, -2, -3, 3, 2, 6, 2, 2]"
GRMN,2023-02-22,"[5, 6, 6, 5, 5, 5, 6, 5, 5, 5, 1, 4, 4, 3]",[4],"[5, 6, 6, 5, 5, 5, 6, 5, 5, 5, 1, 4, 4, 3, 4]"
GRMN,2024-02-21,"[2, 6, 2, 2]",[],"[2, 6, 2, 2]"
GS,2021-02-22,"[7, 6, 3, 8, 6, 1, 4]","[7, 6]","[7, 6, 3, 8, 6, 1, 4, 7, 6]"
GS,2022-02-25,"[6, 9, 4, 4, 9, 6, 2, 1]","[4, 6]","[6, 9, 4, 4, 9, 6, 2, 1, 4, 6]"
GS,2023-02-24,"[8, 8, 5, 0]",[8],"[8, 8, 5, 0, 8]"
GS,2024-02-23,"[5, 2, 1]",[],"[5, 2, 1]"
GWW,2021-02-24,"[6, 6, 6, 7, 8, 5, 8, 6, 6]","[5, 5, 1]","[6, 6, 6, 7, 8, 5, 8, 6, 6, 5, 5, 1]"
GWW,2022-02-23,"[7, 7, 8, 6, 4, 8, 7, 5, 6, 7, 6, 5, 5, 7, 6, 5, 5, 6, 8, 5, 6, 7, 6, 4, 4, 5, 6, 5, 5, 7, 6, 6, 5]",[5],"[7, 7, 8, 6, 4, 8, 7, 5, 6, 7, 6, 5, 5, 7, 6, 5, 5, 6, 8, 5, 6, 7, 6, 4, 4, 5, 6, 5, 5, 7, 6, 6, 5, 5]"
GWW,2023-02-21,"[8, 5, 6, 4, 3, 4, 2, 3, 7, 3, 2]",[5],"[8, 5, 6, 4, 3, 4, 2, 3, 7, 3, 2, 5]"
GWW,2024-02-22,"[5, 4, 5, 4, 3, 4]",[],"[5, 4, 5, 4, 3, 4]"
HAL,2021-02-05,"[9, 5, 6, 8, 6, 5, 7, 5, 4, 5, 5, 3, 5, 4]",[5],"[9, 5, 6, 8, 6, 5, 7, 5, 4, 5, 5, 3, 5, 4, 5]"
HAL,2022-02-04,"[7, 7, 6, 6, 2, 4, 2, 7, 4]","[2, 8, 4, 2, 2, -2]","[7, 7, 6, 6, 2, 4, 2, 7, 4, 2, 8, 4, 2, 2, -2]"
HAL,2023-02-07,[2],"[7, 6, 2]","[2, 7, 6, 2]"
HAL,2024-02-06,[1],[4],"[1, 4]"
HAS,2021-02-24,"[8, 7, 6, 6, 3, 5, 6, 3, 3, 2, 3, 4, 5, 2]",[8],"[8, 7, 6, 6, 3, 5, 6, 3, 3, 2, 3, 4, 5, 2, 8]"
HAS,2022-02-23,"[7, 7, 7, 6, 6, 7, 8]",[],"[7, 7, 7, 6, 6, 7, 8]"
HAS,2023-02-22,"[4, 5, 5, 5, 4, 3, 5, 6]",[],"[4, 5, 5, 5, 4, 3, 5, 6]"
HAS,2024-02-28,"[6, 5, 4, 4, 6, 6, 5, 4, 4, 3]",[],"[6, 5, 4, 4, 6, 6, 5, 4, 4, 3]"
HBAN,2024-02-16,[4],[4],"[4, 4]"
HCA,2021-02-19,"[9, 6, 7, 6, 6, 7, 8, 4, 5, 5, 5]","[9, 3]","[9, 6, 7, 6, 6, 7, 8, 4, 5, 5, 5, 9, 3]"
HCA,2022-02-18,"[5, 3, 7, 6, 6, 6, 0, 6, 3, 4]",[5],"[5, 3, 7, 6, 6, 6, 0, 6, 3, 4, 5]"
HCA,2023-02-17,"[8, 4, 6, 5, 6, 5, 4, 4, 4, 3]",[],"[8, 4, 6, 5, 6, 5, 4, 4, 4, 3]"
HCA,2024-02-16,"[4, 4, 4, 5, 5, 4, 4]",[4],"[4, 4, 4, 5, 5, 4, 4, 4]"
HD,2021-03-24,"[9, 6, 8, 6, 8, 7, 7, 6, 5, 3, 4, 4]","[9, 4]","[9, 6, 8, 6, 8, 7, 7, 6, 5, 3, 4, 4, 9, 4]"
HD,2022-03-23,"[6, 7, 3, 3, 6, 4, 6, 4, 1, 3]",[9],"[6, 7, 3, 3, 6, 4, 6, 4, 1, 3, 9]"
HD,2023-03-15,"[8, 7, 6, 1, 3, 5, 3, 4, 3, 2, 4, 5, 6, 5]",[],"[8, 7, 6, 1, 3, 5, 3, 4, 3, 2, 4, 5, 6, 5]"
HD,2024-03-13,"[3, 4, 6, 4, 4, 1]",[],"[3, 4, 6, 4, 4, 1]"
HES,2022-03-01,"[8, 6, 9, -2, 5, 2, 4, 4, 3, 3, 3, 4, 2, 2, 2, 2, 4, 3, 1, 1, 2, 2, 3, 1]",[],"[8, 6, 9, -2, 5, 2, 4, 4, 3, 3, 3, 4, 2, 2, 2, 2, 4, 3, 1, 1, 2, 2, 3, 1]"
HES,2023-02-24,"[2, 5, 5, 6, 8, 6, 4, 4, 7, 5, 6, 3, 1, 2, 4]",[],"[2, 5, 5, 6, 8, 6, 4, 4, 7, 5, 6, 3, 1, 2, 4]"
HES,2024-02-26,"[2, 3, 4, 2]",[6],"[2, 3, 4, 2, 6]"
HII,2021-02-11,"[3, 6, 7, 7, 3, 4, 6, 5, 5, 2]","[4, 6, 5, 2, 5, 5, 5, 5, 5, 4, 9, 3]","[3, 6, 7, 7, 3, 4, 6, 5, 5, 2, 4, 6, 5, 2, 5, 5, 5, 5, 5, 4, 9, 3]"
HII,2022-02-10,"[2, 5, 7, 6, 5, 6, 4]","[3, 4]","[2, 5, 7, 6, 5, 6, 4, 3, 4]"
HII,2023-02-09,"[3, 5, 4, 3, 2, 2]","[2, 3, 4, 4]","[3, 5, 4, 3, 2, 2, 2, 3, 4, 4]"
HII,2024-02-01,"[3, 4, 5, 4, 5, 3, 2]","[3, 2, 1, 3, 3]","[3, 4, 5, 4, 5, 3, 2, 3, 2, 1, 3, 3]"
HLT,2021-02-17,"[8, 9, 9, 7, 7, 7, 3, 7, 6, 6, 5, 9, 8]","[8, 9, 9, 9, 8, 7]","[8, 9, 9, 7, 7, 7, 3, 7, 6, 6, 5, 9, 8, 8, 9, 9, 9, 8, 7]"
HLT,2022-02-16,"[8, 7, 8, 7, 7, 6, 5, 5, 7, 4]","[8, 8]","[8, 7, 8, 7, 7, 6, 5, 5, 7, 4, 8, 8]"
HLT,2023-02-09,"[7, 8, 6, 5, 4, 4, 3, 5]",[5],"[7, 8, 6, 5, 4, 4, 3, 5, 5]"
HLT,2024-02-07,"[5, 4, 4, 4, 4, 4, 3, 2, 3]",[3],"[5, 4, 4, 4, 4, 4, 3, 2, 3, 3]"
HOLX,2021-11-16,"[4, 6, 6, 7, 2, 6, 2, 2, 2]","[6, 6, 2, 3]","[4, 6, 6, 7, 2, 6, 2, 2, 2, 6, 6, 2, 3]"
HOLX,2022-11-15,"[8, 6, 6, 4, 3, 3]",[],"[8, 6, 6, 4, 3, 3]"
HOLX,2023-11-21,"[7, 6, 6, 8, 5, 6, 5, 4, 4, 6, 5]",[],"[7, 6, 6, 8, 5, 6, 5, 4, 4, 6, 5]"
HOLX,2024-11-27,"[4, 2, 4]",[],"[4, 2, 4]"
HPE,2021-12-10,"[5, 6, 6, 6, 4, 0, 3, 3, 5, 7, 6, 7, 5, 4, 5, 2, 5, 3, 2]",[5],"[5, 6, 6, 6, 4, 0, 3, 3, 5, 7, 6, 7, 5, 4, 5, 2, 5, 3, 2, 5]"
HPE,2022-12-08,"[5, 7, 7, 9, 6, 7, 8, 2]","[1, 1]","[5, 7, 7, 9, 6, 7, 8, 2, 1, 1]"
HPE,2023-12-22,"[1, 4, 3, 0]",[3],"[1, 4, 3, 0, 3]"
HPE,2024-12-19,"[5, 4]",[],"[5, 4]"
HPQ,2021-12-09,"[6, 8, 7, 6, 7, 7, 9, 6, 5, 9]",[6],"[6, 8, 7, 6, 7, 7, 9, 6, 5, 9, 6]"
HPQ,2022-12-06,"[8, 2, 4, 6, 7, 7, 3, 2, 3]","[8, 2, 4]","[8, 2, 4, 6, 7, 7, 3, 2, 3, 8, 2, 4]"
HPQ,2023-12-18,"[5, 6, 5, 1]",[],"[5, 6, 5, 1]"
HPQ,2024-12-13,"[2, 5, 4, 1]",[],"[2, 5, 4, 1]"
HRL,2021-12-10,"[4, 5, 6, 4, 3, 3, 2, 4, 2, 2]","[7, 7]","[4, 5, 6, 4, 3, 3, 2, 4, 2, 2, 7, 7]"
HRL,2022-12-06,"[7, 7, 4, 7, 3, 3, 6, 4, 4, 3, 6, 3, 2, 3, 3, 4, 2, 2, 1, 1, 2, 1]",[],"[7, 7, 4, 7, 3, 3, 6, 4, 4, 3, 6, 3, 2, 3, 3, 4, 2, 2, 1, 1, 2, 1]"
HRL,2023-12-06,"[3, -2, 2, 1]",[],"[3, -2, 2, 1]"
HRL,2024-12-05,"[5, 0, 5]",[],"[5, 0, 5]"
HSIC,2021-02-17,"[9, 7, 8, 4, 7, 6, 6, 6, 6, 5]",[],"[9, 7, 8, 4, 7, 6, 6, 6, 6, 5]"
HSIC,2022-02-15,"[8, 7, 6, 5, 6, 7, 6, 5, 4, 5, 4, 5, 5, 5]","[8, 5, 5, 5]","[8, 7, 6, 5, 6, 7, 6, 5, 4, 5, 4, 5, 5, 5, 8, 5, 5, 5]"
HSIC,2023-02-21,"[8, 6, 7, 7, 4, 9, 6, 6, 5, 5, 6, 6, 3]",[],"[8, 6, 7, 7, 4, 9, 6, 6, 5, 5, 6, 6, 3]"
HSIC,2024-02-28,"[2, 6, 3, 2, 2, 3, 1, 1, 1, 2]","[1, 1, 4, 7, 7]","[2, 6, 3, 2, 2, 3, 1, 1, 1, 2, 1, 1, 4, 7, 7]"
HST,2021-02-25,"[8, 5, 4, 7, 5, 3, 3]","[8, 7, 3]","[8, 5, 4, 7, 5, 3, 3, 8, 7, 3]"
HST,2022-02-24,"[9, 7, 5, 5, 5, 2, 2, 3, 4, 2]","[9, 7, 5, 5]","[9, 7, 5, 5, 5, 2, 2, 3, 4, 2, 9, 7, 5, 5]"
HST,2023-02-22,"[9, 6, 6, 4, 6, 5]",[],"[9, 6, 6, 4, 6, 5]"
HST,2024-02-28,"[6, 5, 2]",[],"[6, 5, 2]"
HSY,2021-02-17,"[7, 5, 8, 6, 8, 6, 7, 7]","[3, 9, 7]","[7, 5, 8, 6, 8, 6, 7, 7, 3, 9, 7]"
HSY,2022-02-18,"[4, 2, 4, 3, 3, 4]","[7, 4, 3, 5, -2]","[4, 2, 4, 3, 3, 4, 7, 4, 3, 5, -2]"
HSY,2023-02-17,"[6, 6]","[7, 4]","[6, 6, 7, 4]"
HSY,2024-02-20,"[4, 1, 4, 4]",[],"[4, 1, 4, 4]"
HUBB,2021-02-11,"[5, 4, 6, 5, 5, 6, 3, 1, -2, 2]","[5, 5, 3, 5, 7, 4, 4, 9, 1, 0, 3, 3, 0]","[5, 4, 6, 5, 5, 6, 3, 1, -2, 2, 5, 5, 3, 5, 7, 4, 4, 9, 1, 0, 3, 3, 0]"
HUBB,2022-02-11,"[7, 6, 5, 4, 5, 4, 6, 4, 6, 5, 4, 3, 6]","[3, 4, 6]","[7, 6, 5, 4, 5, 4, 6, 4, 6, 5, 4, 3, 6, 3, 4, 6]"
HUBB,2023-02-09,"[8, 8, 8, 6, 5, 5, 6, 2, 6, 2, 7, 5]","[5, 6, 7, 6]","[8, 8, 8, 6, 5, 5, 6, 2, 6, 2, 7, 5, 5, 6, 7, 6]"
HUBB,2024-02-08,[6],[],[6]
HUM,2021-02-18,"[4, 7, 4, 4, 6, 5, 4, 5, 4, 4]",[],"[4, 7, 4, 4, 6, 5, 4, 5, 4, 4]"
HUM,2022-02-17,"[9, 8, 7, 9, 7, 8, 8, 6]","[7, 6, 7]","[9, 8, 7, 9, 7, 8, 8, 6, 7, 6, 7]"
HUM,2023-02-16,"[8, 6, 6, 5, 3]","[8, 7]","[8, 6, 6, 5, 3, 8, 7]"
HUM,2024-02-15,"[4, 5]","[7, 6, 6, 5, 7, 6, 0]","[4, 5, 7, 6, 6, 5, 7, 6, 0]"
HWM,2021-02-16,"[8, 7, 8, 3, 2, 5, 4, 2, 5, 6, 5, 2, 3, 2, 0]",[],"[8, 7, 8, 3, 2, 5, 4, 2, 5, 6, 5, 2, 3, 2, 0]"
HWM,2022-02-14,"[8, 8, 5, 4, 3, 4, 4, 5, 2, 5, 4, 5, 4, 3, 4]",[7],"[8, 8, 5, 4, 3, 4, 4, 5, 2, 5, 4, 5, 4, 3, 4, 7]"
HWM,2023-02-14,"[9, 7, 4, 3, 6, 1, 2, -2, 3, 6, 5]","[1, 2, -2, 3, 6]","[9, 7, 4, 3, 6, 1, 2, -2, 3, 6, 5, 1, 2, -2, 3, 6]"
HWM,2024-02-13,"[5, 5, 4]",[7],"[5, 5, 4, 7]"
IBM,2021-02-23,"[3, 3, 3, 0, 4, 3, 4, 3, 3, 3]",[],"[3, 3, 3, 0, 4, 3, 4, 3, 3, 3]"
IBM,2022-02-22,"[4, 3, 5, 6, 4, 3, 3, 3]",[],"[4, 3, 5, 6, 4, 3, 3, 3]"
IBM,2023-02-28,"[4, 3]",[],"[4, 3]"
IBM,2024-02-26,"[5, 1]",[],"[5, 1]"
ICE,2024-02-08,"[4, 4, 5, 5, 4, 6, 5, 4, 4]",[],"[4, 4, 5, 5, 4, 6, 5, 4, 4]"
IDXX,2021-02-12,"[7, 5, 6, 7, 8, 4, 5, 5, 3]",[],"[7, 5, 6, 7, 8, 4, 5, 5, 3]"
IDXX,2022-02-16,"[8, 7, 7, 9, 6, 5, 6, 6, 5, 5, 7]",[],"[8, 7, 7, 9, 6, 5, 6, 6, 5, 5, 7]"
IDXX,2023-02-16,"[4, 3, 7, 7, 4, 8, 5]",[],"[4, 3, 7, 7, 4, 8, 5]"
IDXX,2024-02-22,"[3, 3, 5, 4, 5]",[],"[3, 3, 5, 4, 5]"
IEX,2021-02-25,"[8, 4, 5, 7, 3, 3, 2, 3, 4]","[5, 2, 3, 6, 7, 4, 5, 5, 4, 5]","[8, 4, 5, 7, 3, 3, 2, 3, 4, 5, 2, 3, 6, 7, 4, 5, 5, 4, 5]"
IEX,2022-02-24,"[9, 2, 4, 6, -1, 3, 3, 5]","[6, 2, 1]","[9, 2, 4, 6, -1, 3, 3, 5, 6, 2, 1]"
IEX,2023-02-23,"[6, 3, 4, 3, 3, 6, 2, 2, 5, 2, 3, 1, 3]",[2],"[6, 3, 4, 3, 3, 6, 2, 2, 5, 2, 3, 1, 3, 2]"
IEX,2024-02-22,"[3, 3, 6, 1]",[],"[3, 3, 6, 1]"
IFF,2021-02-22,"[3, 6, 7, 5, 2, 5, 7, 6, 4, 4, 7, 4]","[3, 5]","[3, 6, 7, 5, 2, 5, 7, 6, 4, 4, 7, 4, 3, 5]"
IFF,2022-02-28,"[7, 4, 5, 5, 7, 5, 4, 3, 2, 4, 3, 3, 1, 6]","[7, 7, 1, 2, 6]","[7, 4, 5, 5, 7, 5, 4, 3, 2, 4, 3, 3, 1, 6, 7, 7, 1, 2, 6]"
IFF,2023-02-27,"[7, 5, 6, 5, 9, 7, 6, 4]","[7, 4, 1]","[7, 5, 6, 5, 9, 7, 6, 4, 7, 4, 1]"
IFF,2024-02-28,"[3, 5, 6, 1]",[3],"[3, 5, 6, 1, 3]"
INCY,2021-02-09,"[3, 2, 5, 3, 4, 3, 5, 0]","[1, 0, 7, 4, 4, 3]","[3, 2, 5, 3, 4, 3, 5, 0, 1, 0, 7, 4, 4, 3]"
INCY,2022-02-08,"[7, 7, 7, 6, 5, -3]","[1, 5, -3, 7, 4, 5, 5, 6, 1]","[7, 7, 7, 6, 5, -3, 1, 5, -3, 7, 4, 5, 5, 6, 1]"
INCY,2023-02-07,"[7, 5, 2, 4, 4, 5, 5, 5, 4, 1]","[1, 5]","[7, 5, 2, 4, 4, 5, 5, 5, 4, 1, 1, 5]"
INCY,2024-02-13,"[5, 5, 3, 3, 2]",[],"[5, 5, 3, 3, 2]"
INTU,2021-09-08,"[4, 5, 4, 5, 5, 4, 4, 4, 3, 5, 2]",[],"[4, 5, 4, 5, 5, 4, 4, 4, 3, 5, 2]"
INTU,2022-09-02,"[4, 7, 5, 4, 5, 5, 6, 6, 5, 4, 3, 3, 5]","[3, 2, 1]","[4, 7, 5, 4, 5, 5, 6, 6, 5, 4, 3, 3, 5, 3, 2, 1]"
INTU,2023-09-01,"[6, 6, 6, 5, 5, 3, 0]",[],"[6, 6, 6, 5, 5, 3, 0]"
INTU,2024-09-04,"[5, 4, 3, 3, 3]",[],"[5, 4, 3, 3, 3]"
INVH,2021-02-19,"[5, 8, 7, 8, 6, 5, 4]","[8, 7, 8, 6, 9, 4]","[5, 8, 7, 8, 6, 5, 4, 8, 7, 8, 6, 9, 4]"
INVH,2022-02-22,"[4, 6, 5, 6, 6, 5, 7, 5, 3, 5, 4, 3, 4, 5, 6]","[6, 2, 6, 0]","[4, 6, 5, 6, 6, 5, 7, 5, 3, 5, 4, 3, 4, 5, 6, 6, 2, 6, 0]"
INVH,2023-02-22,"[7, 7, 6, 5, 3, 2]",[4],"[7, 7, 6, 5, 3, 2, 4]"
INVH,2024-02-21,"[7, 7, 7, 6, 6, 7, 4]",[7],"[7, 7, 7, 6, 6, 7, 4, 7]"
IPG,2021-02-22,"[7, 5, 5, 4, 4, 4]","[6, 5, 5, 4]","[7, 5, 5, 4, 4, 4, 6, 5, 5, 4]"
IPG,2022-02-22,"[5, 5, 8, 4, 4, 5, 4, 3, 4, 3, 3, 3]",[],"[5, 5, 8, 4, 4, 5, 4, 3, 4, 3, 3, 3]"
IPG,2023-02-21,"[7, 7, 5, 5, 7, 7, 4, 5, 4, 3]",[5],"[7, 7, 5, 5, 7, 7, 4, 5, 4, 3, 5]"
IPG,2024-02-20,"[4, 4, 5, 4, 5, 5, 2, 4]",[3],"[4, 4, 5, 4, 5, 5, 2, 4, 3]"
IQV,2021-02-12,"[5, 5, 5, 7, 3, 2, 2]","[8, 3]","[5, 5, 5, 7, 3, 2, 2, 8, 3]"
IQV,2024-02-15,"[6, 1]","[1, 0]","[6, 1, 1, 0]"
IRM,2021-02-24,"[6, 8, 5, 7, 7, 8, 4, 5, 7, 6, 4, 1, 8, 4, 7]",[],"[6, 8, 5, 7, 7, 8, 4, 5, 7, 6, 4, 1, 8, 4, 7]"
IRM,2022-02-24,"[4, 7, 3, 6, 3, 0]",[3],"[4, 7, 3, 6, 3, 0, 3]"
IRM,2023-02-23,"[7, 3]",[],"[7, 3]"
IRM,2024-02-22,[4],[],[4]
IR,2021-02-26,"[8, 1, 2, 6, 4, 4, 2, 6, 2, 2, 3, 3, 2, 5]","[8, 5, 0]","[8, 1, 2, 6, 4, 4, 2, 6, 2, 2, 3, 3, 2, 5, 8, 5, 0]"
IR,2022-02-25,"[4, 3, 5, 4, 6, 4, 6, 5, 4, 3, 2, 2, 7, 3, 1, 2, 2, 5, 7, 4]",[4],"[4, 3, 5, 4, 6, 4, 6, 5, 4, 3, 2, 2, 7, 3, 1, 2, 2, 5, 7, 4, 4]"
IR,2023-02-21,"[4, 5, 4, 5, 5, 7, 4, 7, 5, 4, 4, 6, 8, 5, 7]","[5, 8, 6]","[4, 5, 4, 5, 5, 7, 4, 7, 5, 4, 4, 6, 8, 5, 7, 5, 8, 6]"
IR,2024-02-23,"[1, 4, 5, 6]",[],"[1, 4, 5, 6]"
ISRG,2021-02-10,"[4, 5, 4, 6, 5, 5, 6, 6]","[9, 7]","[4, 5, 4, 6, 5, 5, 6, 6, 9, 7]"
ITW,2021-02-12,"[7, 3, 10, 9, 6, 7, 1, 8, 6, 5]","[6, 8, 1, 5]","[7, 3, 10, 9, 6, 7, 1, 8, 6, 5, 6, 8, 1, 5]"
ITW,2022-02-11,"[8, 7, 6, 7, 4, 6, 4, 5, 5, 3]","[1, 3, 2]","[8, 7, 6, 7, 4, 6, 4, 5, 5, 3, 1, 3, 2]"
ITW,2023-02-10,"[7, 1, 8, 5, 2, 3, 1, 7, 3]","[3, 3, 2]","[7, 1, 8, 5, 2, 3, 1, 7, 3, 3, 3, 2]"
ITW,2024-02-09,"[4, 2, 5]","[8, 4, 3]","[4, 2, 5, 8, 4, 3]"
IT,2021-02-24,"[7, 6, 6, 5, 4, 5, 4, 4, 4, 3, 7, 3, 3]","[4, 3]","[7, 6, 6, 5, 4, 5, 4, 4, 4, 3, 7, 3, 3, 4, 3]"
IT,2022-02-23,"[8, 6, 6, 5, 3, 5, 2, 5, 6, 2, 3, 3, 4, 2, 2]","[5, 2, 2, 4]","[8, 6, 6, 5, 3, 5, 2, 5, 6, 2, 3, 3, 4, 2, 2, 5, 2, 2, 4]"
IT,2023-02-16,"[8, 1, 6, 7, 2, 8, 4, 7, 7, 8, 1, 1, 6, 9, 6, 5, 4, 2]",[2],"[8, 1, 6, 7, 2, 8, 4, 7, 7, 8, 1, 1, 6, 9, 6, 5, 4, 2, 2]"
IT,2024-02-15,"[5, 4, 2, 6, 6, 4, 3, 3]",[],"[5, 4, 2, 6, 6, 4, 3, 3]"
IVZ,2021-02-19,"[8, 8, 6, 5, 6, 5, 2, 2, 3, 6, 1, 6, 7, 5, 6, 4]","[6, 5]","[8, 8, 6, 5, 6, 5, 2, 2, 3, 6, 1, 6, 7, 5, 6, 4, 6, 5]"
IVZ,2022-02-18,"[7, 9, 6, 6, 6, 4, 3, 2, 2, 6, 1, 5, 5, 7, 5, 2]",[6],"[7, 9, 6, 6, 6, 4, 3, 2, 2, 6, 1, 5, 5, 7, 5, 2, 6]"
IVZ,2023-02-23,"[6, 7, 4, 3, 3, 2, 2, -2, 3, 4, 2]",[],"[6, 7, 4, 3, 3, 2, 2, -2, 3, 4, 2]"
IVZ,2024-02-21,"[4, 3, 3, 1]",[],"[4, 3, 3, 1]"
JBHT,2021-02-23,"[4, 6, 1, 6, 2, 7, 1]","[4, 1, 7, 1, 0, 2, 1]","[4, 6, 1, 6, 2, 7, 1, 4, 1, 7, 1, 0, 2, 1]"
JBHT,2022-02-25,"[5, 6, 7, 6, 9, 7]","[4, 4, 6, 2, 4]","[5, 6, 7, 6, 9, 7, 4, 4, 6, 2, 4]"
JBHT,2023-02-24,"[5, 8, 3, 6, 2, 7, 4]",[5],"[5, 8, 3, 6, 2, 7, 4, 5]"
JBHT,2024-02-23,"[4, 3, 4, 3, 5, 3]",[],"[4, 3, 4, 3, 5, 3]"
JBL,2021-10-22,"[8, 7, 7, 8, 5, 6]","[10, 1]","[8, 7, 7, 8, 5, 6, 10, 1]"
JBL,2022-10-25,"[7, 5, 1, 6, 5, 3, 3, 5, 3, 3, 4, 5]","[3, 5, 5]","[7, 5, 1, 6, 5, 3, 3, 5, 3, 3, 4, 5, 3, 5, 5]"
JBL,2023-10-20,"[9, 6, 6, 3, 4, 3, 4, 7, 1]",[],"[9, 6, 6, 3, 4, 3, 4, 7, 1]"
JBL,2024-10-28,"[5, 4, 4, 1, 5]",[],"[5, 4, 4, 1, 5]"
JCI,2021-11-15,"[7, 3, 4, 6, 5, 4, 4, 5]","[5, 3, 4]","[7, 3, 4, 6, 5, 4, 4, 5, 5, 3, 4]"
JCI,2022-11-15,"[3, 5, 6, 4, 3, 0]","[3, 3, 3, 2, 3]","[3, 5, 6, 4, 3, 0, 3, 3, 3, 2, 3]"
JCI,2023-12-14,"[5, 4, 4]",[],"[5, 4, 4]"
JCI,2024-11-19,"[6, 3, 4]",[],"[6, 3, 4]"
JKHY,2021-08-25,"[3, 6, 5, 3, 2, 2]","[1, 5]","[3, 6, 5, 3, 2, 2, 1, 5]"
JKHY,2022-08-25,"[3, 6, 6, 5, 2, 5]","[2, 2, -1, -2, -4, 7]","[3, 6, 6, 5, 2, 5, 2, 2, -1, -2, -4, 7]"
JKHY,2023-08-24,"[3, 5, 6, 3, 1]",[],"[3, 5, 6, 3, 1]"
JKHY,2024-08-26,"[3, 4, 4, 3, 1]",[],"[3, 4, 4, 3, 1]"
JNJ,2021-02-22,"[6, 6, 2, 1, 2, 1]","[4, 1, 5]","[6, 6, 2, 1, 2, 1, 4, 1, 5]"
JNJ,2022-02-17,"[5, 2, 5, 2, 4, 1, 2, 7, 2, 5, 1, 1]",[2],"[5, 2, 5, 2, 4, 1, 2, 7, 2, 5, 1, 1, 2]"
JNJ,2023-02-16,"[5, 4, 8, 3, 1, 3, 3, 5, 2, 4]",[2],"[5, 4, 8, 3, 1, 3, 3, 5, 2, 4, 2]"
JNJ,2024-02-16,"[2, 1, 5, 1, 1, 2, 1]",[1],"[2, 1, 5, 1, 1, 2, 1, 1]"
JNPR,2022-02-11,"[5, 6, 2, 5, 4, 5, 3, 4]","[6, 3, 2, -3]","[5, 6, 2, 5, 4, 5, 3, 4, 6, 3, 2, -3]"
